EarTag,Species,GMU,Region,Year,Partruition,Capture date,Location,Collar FQ,Collar ID,Doe FQ,Doe ID,VIT FQ,VIT ID,Collar Type,Sex,AgeClassAnalysis,Age.Class,LastChecked,Collar Function,VIT Function,ReCapComments,Recapture?,Survival,Fate,FateDate,Description,Comment,SAD?,
18550,WTD,15,2,2019,,3/10/2019,S. Etta Harmon,148.95,18143,,,,,NonPregDoe,F,,17,,,79,Was pregnant but the yearling was very small and the VIT was not even close to fitting. Antenna chewed on collar but collar is still communicating and transmitting VHF.,,0,Censored,12/22/2019,Collar Failure,"Daily data until Dec 22, 2019, only 1 location Mar 22, 2020. Battery probably dead",17,
18554,WTD,15,2,2019,,3/1/2019,Mt. Idaho Grade 1,150.035,18169,,,,,NonPregDoe,F,,18,,,82,,,0,Censored,11/24/2019,Collar Failure,Data until 11/24,18,
18562,WTD,15,2,2019,,3/2/2019,Mt. Idaho Grade 2,151.63,18237,,,,,NonPregDoe,F,,18,,,71.5,Dry nasal swab taken. VIT was too big so no VIT was inserted. Spent 5 min and multiple releases trying to kick off collar.,,0,Censored,3/2/2019,Collar Failure,Stopped transmitting a day after capture. Should not have been reused,18,"Maybe needs fate date to be altered in SAD, to 2019"
18567,WTD,15,2,2019,,3/16/2019,Castle Creek 3,151.11,18222,,,,,NonPregDoe,F,,18,,,78.5,Pregnant but shallow vagina and was starting to bleed. Could not insert VIT. In trap with another doe with a prolapsed vagina. Released second doe without a collar.,,0,Censored,9/16/2020,Collar Failure,stopped transmitting 9/16/2020 Castle creek camp deer,18,
18701,WTD,15,2,2019,,3/6/2019,Mt. Idaho Grade 1,148.08,83876,,,,,Buck,M,,18,,,74.5,Drop off set to 100 wks. Dry nasal swab taken.,,1,Predation,8/8/2019,Unknown Predation,,18,
18708,WTD,15,2,2019,,3/5/2019,S. Etta Harmon,148.225,83880,,,,,Buck,M,,18,,,94,Drop off set to 100 wks. Buck fawn in trap also. Dry nasal swab taken.,Large gash down left side.,1,Non-Predation,7/24/2019,Car Strike,Car Strike,18,
18860,WTD,10A,2,2019,,3/18/2019,Burnt Rubber 2,148.715,83900,,,,,Buck,M,,18,,,93,Drop off set for 100 weeeks.,,1,Non-Predation,10/12/2020,Harvest,Harmony Heights,18,
19025,WTD,10A,2,2019,,3/27/2019,Burnt Rubber 1,148.66,83897,,,,,Buck,M,,17,,,83,Drop off set to 100 weeks,,0,Alive,2/6/2020,Shed,"In Boise now - unsure of fate, dropped collar? Maybe the one that Shane picked up?",17,
19043,WTD,10A,2,2019,,3/21/2019,Burnt Rubber 3,148.945,83914,,,,,Buck,M,,18,,,84,,,0,Alive,1/14/2020,Shed,,18,
19046,WTD,10A,2,2019,,3/20/2019,Burnt Rubber 2,148.935,83913,,,,,Buck,M,,18,,,90,Drop off set to 100 weeks. Super skinny. Was caught upside down in the trap when we arrived - seemed fine on release.,,1,Non-Predation,12/26/2019,Harvest,"possible gunshot in chest cavity, no evidence of predation",18,
19047,WTD,10A,2,2019,,3/18/2019,Tree Farm 2,148.73,83959,,,,,Buck,M,,18,11/25/2021,,83,,,0,Alive,11/25/2021,Alive,"Now was 83901 no data since Aug 10, 2019. Likely dead battery, Collar blew off in 2021 trap and collected",18,
19535,WTD,10A,2,2019,,3/29/2019,Olsen 1,148.825,83905,,,,,Buck,M,,17,,,76,Drop off set to 100 weeks.,,0,Alive,4/9/2019,Shed,,17,
19536,WTD,15,2,2019,,3/1/2019,Castle Creek 2,150.845,43562,,,,,Fawn,F,,16,,55,67,,,0,Censored,4/19/2019,Collar Failure,"Data stopped transmitting April 19, 2019. probably dead",16,
19537,WTD,15,2,2019,,2/28/2019,Castle Creek 2,150.97,18217,,,,,NonPregDoe,F,,18,,,81.5,,,1,Predation,8/7/2019,Wolf,,18,
19538,WTD,15,2,2019,,2/28/2019,Mt. Idaho Grade 2,150.925,43568,,,,,Fawn,F,,16,,54,62,,,0,Censored,7/29/2019,Slipped Collar,Possible early drop-off?,16,
19539,WTD,15,2,2019,,3/2/2019,S. Etta Harmon,149.935,43518,,,,,Fawn,F,,16,,60,69,,,0,Unknown,6/12/2020,Unknown,Stopped transmitting 6/12/2020,16,
19541,WTD,15,2,2019,,3/1/2019,Jungle Creek,148.755,43490,,,,,Fawn,M,,16,,68,70,,,0,Censored,10/29/2019,Collar Failure,"Intermittent data that stops Oct 29, 2019. probably bad collar or dead",16,
19545,WTD,15,2,2019,,2/28/2019,S. Etta Harmon,150.355,18185,,,,,NonPregDoe,F,,17,,,71,Nasal swab taken.,Left rear leg bleeding.,1,Non-Predation,11/18/2020,Harvest,"Collar failure Dec 8, 2019. harvest reported nov 2020",17,
19547,WTD,15,2,2019,,2/25/2019,Mt. Idaho Grade 1,148.42,18252,,,,,NonPregDoe,F,,18,,,75,Not pregnant. Poor condition.,,1,Predation,3/15/2019,Unknown Predation,,18,
19631,WTD,15,2,2019,,2/24/2019,Mt. Idaho Grade 2,149.91,36246,,,,,Fawn,M,,16,,63,71,Caught foot in collar repeatedly on release.,,0,Censored,8/25/2019,Collar Failure,Shed early Collar downloaded,16,
19663,WTD,15,2,2019,,2/25/2019,Mt. Idaho Grade 2,149.54,36182,,,,,Fawn,F,,16,,52,64,1 adult I1 tooth,,0,Censored,7/7/2019,Collar Failure,"Data stopped transmitting July 7, 2019. Probably faulty collar",16,
19671,WTD,15,2,2019,,2/28/2019,Mt. Idaho Grade 1,149.89,41318,,,,,Fawn,M,,16,,58,65.5,Tried to kick the collar multiple times.,Cut on right lower leg.,0,Censored,7/28/2019,Collar Failure,,16,
19674,WTD,10A,2,2019,,3/17/2019,Tree Farm 2,148.955,83915,,,,,Buck,M,,18,,,99,"Drop off set to 100 weeks. Skinny, teeth very worn.",,0,Censored,4/11/2019,Slipped Collar,Collar returned. Likely a slipped collar,18,
19675,WTD,15,2,2019,,2/26/2019,Castle Creek 1,150.355,43547,,,,,Fawn,F,,16,,50,67.5,No ear tag in collar,,1,Non-Predation,3/15/2019,Non-Predation,,16,
19676,WTD,15,2,2019,,2/23/2019,Mt. Idaho Grade 2,151.815,43584,,,,,Fawn,F,,16,,64,64,Caught with doe doe 19885. Foot got stuck in collar on release but ran off okay.,,0,Censored,2/23/2019,Collar Failure,No data transmitted since capture. Should not have been reused.,16,
19685,WTD,15,2,2019,,3/1/2019,NE Goldman 1,150.905,43567,,,,,Fawn,M,,16,,48,59.5,Right front leg caught in collar. But could not recatch to remove foot. He was still moving well.,,1,Predation,3/28/2019,Mountain Lion,,16,
19687,WTD,15,2,2019,,2/26/2019,Mt. Idaho Grade 1,148.385,43472,,,,,Fawn,F,,16,,53,63,Both I-1 perm,,0,Censored,2/26/2019,Collar Failure,No data transmitted since capture. Should not have been reused.,16,
19697,WTD,10A,2,2019,,3/16/2019,Tree Farm 3,148.875,83909,,,,,Buck,M,,18,,,104,"Teeth very worn down. In poor condition - super skinny with spine, ribs, etc. visually apparent.",,0,Alive,10/21/2020,Shed,collar downloaded,18,
19698,WTD,10A,2,2019,,3/23/2019,Olsen 2,148.7,83899,,,,,Buck,M,,18,,,90,Drop off set to 100 weeks.,,1,Non-Predation,5/13/2019,Malnutrition,,18,
19699,WTD,15,2,2019,,3/2/2019,Castle Creek 1,152.085,43460,,,,,Fawn,M,,16,,50,64.5,,,1,Non-Predation,4/8/2019,Malnutrition,,16,
19820,WTD,10A,2,2019,,3/17/2019,Tree Farm 1,150.05,37284,,,,,Doe/VIT,F,,18,,,89.5,VIT # 8410 - Drop off set to 48 weeks. Teeth very worn.,,0,Alive,2/16/2020,Shed,,18,
19821,WTD,10A,2,2019,,3/27/2019,Olsen 1,150.64,37263,,,,,Doe/VIT,F,,18,,,,,,0,Alive,2/26/2020,Shed,,18,
19822,WTD,10A,2,2019,,3/21/2019,Tree Farm 2,150.27,37280,,,,,Doe/VIT,F,,18,,,81,"VIT # 8406 - Drop off set to 48 weeks. VIT antenna out 1""",,0,Alive,2/20/2020,Shed,,18,
19825,WTD,10A,2,2020,,2/8/2020,Johnson Mills,150.49,37299,,,8435,148.695,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/2/2021,Shed,"Collected, censored in SAD, collar downloaded",,
19826,WTD,10A,2,2019,,3/16/2019,Tree Farm 2,150.39,37292,,,,,Doe/VIT,F,,18,,,88, collared in 2021  VIT # 8418 - Drop off set to 48 weeks.,,0,Alive,11/1/2021,Shed,Amy has collar,18,
19828,WTD,10A,2,2019,,3/19/2019,Burnt Rubber 1,150.31,37278,,,,,Doe/VIT,F,,18,,,86,VIT # 8404 - Drop off set to 48 weeks. Caught with fawn in trap.,,0,Alive,2/6/2020,Shed,,18,
19829,WTD,15,2,2019,,3/12/2019,Castle Creek 1,150.02,36844,,,,,Doe/VIT,F,,18,,,77,VIT 8402. Blow off set to 48 wks. Dry nasal swab taken.,,0,Alive,2/11/2020,Shed,,18,
19832,WTD,6,1,2020,,2/15/2020,Charlie's Creek,149.995,36841,,,8366,148.09,Doe/VIT,F,,18,,Yes,MalFunction,,,0,Alive,10/30/2021,Shed,"Collected, censored in SAD, collar downloaded",,
19832,WTD,6,1,2021,,2/16/2021,Charlie's creek,151.645,47900,,,47900,151.782,Doe/VIT,F,,18,,Shed,YES,2020 recap (36841),,0,Alive,10/30/2021,Shed,,,
19833,WTD,15,2,2019,,2/27/2019,Mt. Idaho Grade 1,149.74,36820,,,,,Doe/VIT,F,,18,,,90,VIT 8361. Dry nasal swab taken.,Hair scraped off spine. 2 small wounds.,1,Non-Predation,9/23/2019,Harvest, - illegal or tribal,18,
19836,WTD,15,2,2019,,2/27/2019,Jungle Creek,148.71,36817,,,,,Doe/VIT,F,,18,,,82,VIT 8358. Blow off set to 48 wks.,Cut near vagina,1,Predation,6/7/2019,Mountain Lion,,18,
19837,WTD,15,2,2019,,3/4/2019,S. Etta Harmon,149.82,36833,,,,,Doe/VIT,F,,18,,,80,VIT 8391. Blow off set to 48 wks. Nasal swab taken. VIT antenna 3 inches out. Very large pregnant.,,0,Alive,2/3/2020,Shed,,18,
19838,WTD,6,1,2020,,2/24/2020,Marble Creek,150.53,37255,,,8431,148.605,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,5/7/2020,Mountain Lion,Entered in SAD,,
19840,WTD,15,2,2019,,3/1/2019,S. Etta Harmon,149.76,36818,,,,,Doe/VIT,F,,18,,,88,VIT 8359. Blow off set to 48 wks.,,1,Non-Predation,9/29/2019,EHD,Lab analysis,18,
19842,WTD,15,2,2019,,3/5/2019,Frei #1,149.73,36823,,,,,Doe/VIT,F,,18,,,87,VIT 8364. Blow off set to 48 wks.,,0,Alive,2/4/2020,Shed,,18,
19844,WTD,10A,2,2019,,3/28/2019,IDL 1,150.65,37260,,,,,Doe/VIT,F,,18,,,83,VIT # 8448 - Drop off set to 48 weeks.,,0,Alive,11/22/2021,Alive,,18,
19844,WTD,10A,2,2021,,3/22/2021,Harmony Heights,150.355,48299,,,,,NonPregDoe,F,,18,,YES,,2019 recap,,0,Alive,11/22/2021,,Migrator,,
19845,WTD,10A,2,2019,,3/30/2019,IDL 4,150.78,37275,,,,,Doe/VIT,F,,18,,,83,VIT # 8463 - Drop off set to 48 weeks.,,0,Alive,2/29/2020,Shed,,18,
19847,WTD,15,2,2019,,3/15/2019,Hungry Ridge 1,149.84,36829,,,,,Doe/VIT,F,,18,,,83,VIT 8387. Blow off set to 48 wks. Dry nasal swab taken.,,0,Alive,2/14/2020,Shed,,18,
19848,WTD,10A,2,2020,,2/14/2020,Lolo Creek State Land,150.59,37300,,,8436,,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/13/2021,Shed,"Collected, censored in SAD, collar downloaded",,
19849,WTD,6,1,2020,,2/17/2020,Charlie's Creek,150.75,37273,,,8461,149.28,Doe/VIT,F,,18,,Yes,EXPELLED 5/2,,,1,Unknown Mortality,10/18/2021,Unknown Mortality,Dustin,No,
19849,WTD,6,1,2021,,3/1/2021,Charlie's creek,150.5,49360,,,49360,150.5,Doe/VIT,F,,18,,YES,YES,2020 recap (37273),,1,Unknown Mortality,10/18/2021,Unknown Mortality,Dustin,No,
19850,WTD,10A,2,2019,,3/22/2019,Burnt Rubber 2,149.91,36842,,,,,Doe/VIT,F,,18,,,76.5,"VIT # 8400 - Drop off set to 48 weeks. VIT end bead came off antenna. Antenna sticking out 1.75""",,0,Alive,2/21/2020,Shed,,18,
19851,WTD,15,2,2019,,3/9/2019,Mt. Idaho Grade 1,149.9,36835,,,,,Doe/VIT,F,,18,,,84,VIT 8393. Drop off set to 48 wks. Dry nasal swab taken.,,0,Censored,3/28/2019,Collar Failure,,18,
19852,WTD,10A,2,2019,,3/20/2019,Tree Farm 3,149.945,36826,,,,,Doe/VIT,F,,18,,,84,VIT # 8384 - Drop off set to 48 weeks.,,1,Predation,4/19/2019,Coyote,,18,
19853,WTD,10A,2,2019,,3/23/2019,Burnt Rubber 3,149.985,36832,,,,,Doe/VIT,F,,18,,,83,VIT # 8390 - Drop off set to 48 weeks.,,0,Alive,2/22/2020,Shed,,18,
19854,WTD,15,2,2019,,3/8/2019,Mt. Idaho Grade 1,150.34,37295,,,,,Doe/VIT,F,,18,,,86,VIT 8421. Drop off set to 48 wks. Dry nasal swab taken.,,1,Non-Predation,12/15/2019,Harvest,,18,
19855,WTD,15,2,2019,,3/15/2019,Cotter Bar,149.85,36846,,,,,Doe/VIT,F,,18,,,92.5,VIT 8403. Blow off set to 48 wks. Dry nasal swab taken. Many ticks near anus.,,1,Non-Predation,4/13/2019,Malnutrition,,18,
19856,WTD,15,2,2019,,2/28/2019,Castle Creek 2,149.8,36819,,,,,Doe/VIT,F,,18,,,90,VIT 8360. Blow off set to 48 wks. Nasal swab taken.,Some vaginal bleeding after VIT insertion.,1,Non-Predation,11/4/2019,Harvest,,18,
19857,WTD,10A,2,2019,,3/14/2019,Tree Farm 1,150.41,37287,,,,,Doe/VIT,F,,18,,,75,VIT # 8413 - Drop off set to 48 weeks. Dry nasal swab collected.,,1,Predation,11/22/2019,Coyote,,18,
19858,WTD,6,1,2020,,2/23/2020,Charlie's Creek,150.63,37268,,,8456,149.21,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/22/2021,Shed,"Collected, censored in SAD, collar downloaded",,
19859,WTD,15,2,2019,,3/6/2019,Castle Creek 3,149.995,36841,,,,,Doe/VIT,F,,18,,,80,VIT 8366. Drop off set to 48 wks. Dry nasal swab taken.,,1,Non-Predation,3/16/2019,Capture,,18,
19860,WTD,15,2,2019,,3/11/2019,Mt. Idaho Grade 2,150,36836,,,,,Doe/VIT,F,,18,,,81,VIT 8394. Blow off set to 48 wks. Dry nasal swab taken. Small vagina. Took a while to get VIT inserted.,,0,Alive,2/21/2020,Shed,,18,
19861,WTD,15,2,2019,,3/4/2019,Castle Creek 2,150.03,36838,,,,,Doe/VIT,F,,18,,,80,VIT 8396. Drop off set to 48 wks. Dry nasal swab taken. Kicked collar four times.,,1,Predation,3/24/2019,Mountain Lion,,18,
19862,WTD,15,2,2019,,3/1/2019,Mt. Idaho Grade 2,149.955,36843,,,,,Doe/VIT,F,,18,,,80,VIT 8401. Blow off set to 48 wks.,,0,Alive,1/31/2020,Shed,,18,
19863,WTD,15,2,2019,,3/4/2019,Castle Creek 1,149.965,36839,,,,,Doe/VIT,F,,18,,,82.5,VIT 8397. Drop off set to 48 wks. Dry nasal swab taken.,,0,Alive,2/3/2020,Shed,,18,
19864,WTD,15,2,2019,,3/13/2019,Castle Creek 3,149.83,36830,,,,,Doe/VIT,F,,18,,,83.5,VIT 8388. Blow off set to 48 wks. Dry nasal swab taken. Antenna trimmed on VIT.,,0,Alive,2/12/2020,Shed,,18,
19865,WTD,15,2,2019,,3/16/2019,Hungry Ridge 1,150.01,36828,,,,,Doe/VIT,F,,18,,,82,VIT # 8386 - Drop off set to 48 weeks. Dry nasal swab collected.,,0,Alive,2/15/2020,Shed,,18,
19866,WTD,6,1,2020,,2/29/2020,Charlie's Creek,150.73,37269,,,8457,149.24,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/30/2021,Shed,"Collected, censored in SAD, collar downloaded",,
19867,WTD,15,2,2019,,3/7/2019,S. Etta Harmon,149.81,36840,,,,,Doe/VIT,F,,18,,,81.5,VIT 8398. Drop off set to 48 wks. Dry nasal swab taken.,,0,Alive,2/16/2020,Shed,,18,
19868,WTD,15,2,2019,,3/16/2019,Cotter Bar,149.935,36834,,,,,Doe/VIT,F,,18,,,80,VIT # 8392 - Drop off set to 48 weeks. Dry nasal swab collected.,,0,Alive,2/15/2020,Shed,,18,
19869,WTD,10A,2,2019,,3/15/2019,Tree Farm 5,150.38,37289,,,,,Doe/VIT,F,,18,,,85,VIT # 8415 - Drop off set to 48 weeks. Dry nasal swab collected.,Large area of fire/heat singed hair on belly and sides. Very strange…,0,Alive,2/14/2020,Shed,,18,
19884,WTD,15,2,2019,,2/24/2019,Mt. Idaho Grade 1,149.78,36822,,,,,Doe/VIT,F,,18,,,80,VIT 8363. Blow off set to 48 wks.,,0,Alive,1/26/2020,Shed,,18,
19885,WTD,15,2,2019,,2/23/2019,Mt. Idaho Grade 2,149.77,36824,,,,,Doe/VIT,F,,18,,,78,VIT 8365. Blow off set to 48 wks. Caught with fawn 19676.,,0,Alive,1/25/2020,Shed,,18,
19886,WTD,15,2,2019,,2/23/2019,Mt. Idaho Grade 1,149.72,36821,,,,,Doe/VIT,F,,17,,,80.5,VIT 8362. Blow off set to 48 wks. Pregnant with twins. I2 and I3 gone. Staining on back. Left VIT untrimmed with approx. 2 inches out.,,0,Alive,1/25/2020,Shed,,17,
19887,WTD,15,2,2019,,3/6/2019,Castle Creek 2,150.35,37296,,,,,Doe/VIT,F,,18,,,81.5,VIT 8422. Drop off set to 48 wks. Dry nasal swab taken.,,1,Predation,4/25/2019,Coyote,,18,
19888,WTD,10A,2,2020,,2/14/2020,Dent Road,150.26,37293,,,8419,148.385,Doe/VIT,F,,18,,Yes,5/14/2020,,,0,Alive,1/15/2021,Shed,"Collected, censored in SAD, collar downloaded",,
19889,WTD,10A,2,2019,,3/19/2019,Tree Farm 2,150.105,37282,,,,,Doe/VIT,F,,18,,,76.5,"VIT # 8408 - Drop off set to 48 weeks. Rough release, tried to kick collars multile times. VIT mostly out when she ran off.",,0,Alive,2/19/2020,Shed,,18,
19891,WTD,10A,2,2019,,3/24/2019,Burnt Rubber 1,150.33,37279,,,,,Doe/VIT,F,,18,,,89,VIT # 8405 - Drop off set to 48 weeks.,Some minor cuts on legs and sides. Likely from being in the trap.,0,Alive,2/23/2020,Shed,,18,
19892,WTD,10A,2,2019,,3/21/2019,Tree Farm 3,149.79,36825,,,,,Doe/VIT,F,,18,,,78,VIT # 8399 - Drop off set to 48 weeks. With fawn that we thought had broken leg - ran off fine.,,0,Alive,2/20/2020,Shed,,18,
19893,WTD,15,2,2019,,2/23/2019,Castle Creek 2,149.75,36816,,,,,Doe/VIT,F,,18,,,80,VIT 8357. Blow off set to 48 wks.Breathing funny.,Blood in left nostril.,0,Alive,1/25/2020,Shed,,18,
19894,WTD,10A,2,2019,,3/23/2019,Olsen 1,149.86,36831,,,,,Doe/VIT,F,,18,,,81.5,VIT # 8389 - Drop off set to 48 weeks.,Some blood from vagina.,1,Predation,4/1/2019,Mountain Lion,,18,
19896,WTD,15,2,2019,,3/8/2019,Mt. Idaho Grade 1,150.04,37285,,,,,Doe/VIT,F,,18,,,79,VIT 8411. Drop off set to 48 wks. Dry nasal swab taken.,,0,Alive,2/7/2020,Shed,,18,
19897,WTD,10A,2,2019,,3/17/2019,Tree Farm 5,150.06,37281,,,,,Doe/VIT,F,,18,,,82,VIT # 8407 - Drop off set to 48 weeks. Dry nasal swab collected.,,0,Alive,2/16/2020,Shed,,18,
19897,WTD,10A,2,2019,,3/15/2019,Tree Farm 1,150.28,37288,,,,,Doe/VIT,F,,18,,,88,VIT # 8414 - Drop off set to 48 weeks. First pregnancy. Tiny vaginal opening.,Some bleeding around vaginal opening.,0,Alive,2/14/2020,Shed,,18,
19898,WTD,15,2,2019,,3/16/2019,Hungry Ridge 2,150.32,37294,,,,,Doe/VIT,F,,18,,,84.5,VIT # 8420 - Drop off set to 48 weeks.,Cut above left eye. Bloody nose.,0,Alive,2/16/2020,Shed,,18,
19899,WTD,10A,2,2019,,3/19/2019,Burnt Rubber 3,150.115,37283,,,,,Doe/VIT,F,,18,,,82,VIT # 8409 - Drop off set to 48 weeks.,,1,Predation,5/4/2020,Coyote,,18,
19900,WTD,6,1,2020,,3/7/2020,Huckleberry,150.1,37286,,,8412,148.265,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,4/19/2020,Mountain Lion,"No mortality notification - only a VIT explusion, entered in SAD",,
19901,WTD,10A,2,2019,,3/23/2019,Burnt Rubber 2,150.4,37297,,,,,Doe/VIT,F,,18,,,80,VIT # 8423 - Drop off set to 48 weeks.,,0,Alive,2/22/2020,Shed,,18,
19902,WTD,10A,2,2019,,3/19/2019,Tree Farm 5,149.87,36837,,,,,Doe/VIT,F,,18,,,82,VIT # 8395 - Drop off set to 48 weeks.,,0,Alive,2/18/2020,Shed,,18,
19903,WTD,15,2,2019,,3/11/2019,Mt. Idaho Grade 2,150.3,37290,,,,,Doe/VIT,F,,18,,,87,VIT 8416. Blow off set to 48 wks. Dry nasal swab taken. Feisty gal.,,1,Predation,9/4/2019,Bear,,18,
19915,WTD,15,2,2019,,3/3/2019,Mt. Idaho Grade 1,148.065,83873,,,,,Buck,M,,18,,,86,Fit collar as normal with 2 fingers.,,0,Alive,2/10/2020,Shed,Looks like a recovered dropped collar but need to double check. No records in SAD. Likely dead batter?,18,
19916,WTD,15,2,2019,,3/6/2019,Mt. Idaho Grade 2,148.03,83868,,,,,Buck,M,,18,,,88.5,Drop off set to 100 wks. Dry nasal swab taken.,,1,Non-Predation,11/12/2020,Harvest,Johnson Mills Road,18,
19920,WTD,15,2,2019,,3/4/2019,Mt. Idaho Grade 1,148.245,83882,,,,,Buck,M,,18,,,77.5,Nasal swab taken.,,1,Non-Predation,10/14/2019,Harvest,Hunter harvest - could this be the collar that Horne gave me?,18,
200283,WTD,6,1,2021,,1/18/2021,Pocono 2,152.6,46452,,,,,Fawn,F,,16,,YES,,,,0,Unknown,7/2/2021,Unknown,Last points in July,,
200569,WTD,1,1,2021,,3/2/2021,Dawnson Lake,148.12,46466,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,,,
200591,WTD,10A,2,2020,,2/17/2020,Lower tree farm,149.23,40131,,,9284,149.03,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/18/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200592,WTD,10A,2,2020,,2/29/2020,Evan's Creek,149.17,40132,,,9285,149.17,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/30/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200593,WTD,10A,2,2020,,2/1/2020,Upper Tree Farm,149.2,40134,,,9287,148.25,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/2/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200594,WTD,6,1,2020,,3/2/2020,North Side,150.55,37307,,,8443,148.82,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,2/1/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200595,WTD,6,1,2020,,3/14/2020,Pocono,150.67,37261,,,8449,149.07,Doe/VIT,F,,18,,Yes,EXPELLED 5/12,,,0,Alive,1/10/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200596,WTD,6,1,2020,,3/8/2020,Pocono,150.72,37267,,,8455,149.17,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,2/1/2021,Shed,"No points after 2/1/21 picked up? Last point 47.24451, -116.03001",,
200597,WTD,1,1,2021,,3/13/2021,Trestle Creek,150.66,37258,,,8446,149.04,Doe/VIT,F,,18,,YES,YES,,,0,Alive,11/22/2021,,,,
200598,WTD,6,1,2020,,3/12/2020,Huckleberry,150.77,37265,,,8453,149.13,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,2/12/2021,Shed,"Collected, censored (but requested edit for more details in SAD), error in collar download sending to Michelle",,
200599,WTD,6,1,2020,,2/9/2020,Lemonade Peak,150.48,36848,,,8426,148.515,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/10/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200600,WTD,10A,2,2020,,2/16/2020,Lower tree farm,150.5,37306,,,8442,148.815,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,10/27/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200600,WTD,10A,2,2021,,2/25/2021,Lower Tree Farm,151.855,47907,,,47907,151.991,Doe/VIT,F,,18,,YES,YES,2020 Recap,,0,Alive,10/27/2021,Shed,,,
200601,WTD,6,1,2020,,2/27/2020,Huckleberry,150.8,37272,,,8460,149.27,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/28/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200602,WTD,6,1,2020,,3/13/2020,Huckleberry,150.54,36847,,,8425,148.49,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,4/30/2020,Mountain Lion,Entered in SAD,,
200603,WTD,6,1,2020,,2/10/2020,North Side,150.51,36851,,,8429,148.575,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/11/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200604,WTD,6,1,2020,,3/2/2020,Pocono,150.44,36849,,,8427,148.525,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/10/2021,Shed,"Collar in Farragut, not in SAD",,
200605,WTD,6,1,2020,,2/11/2020,Boulder Creek,150.81,37270,,,8458,149.25,Doe/VIT,F,,17,,Yes,Yes,"Loose collar, was tighened",4-Mar,0,Alive,1/10/2021,Shed,"Collected, censored in SAD, error in collar download need to send to Michelle",,
200606,WTD,6,1,2020,,2/25/2020,Lemonade Peak,150.69,37259,,,8447,149.05,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/26/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200607,WTD,6,1,2020,,2/8/2020,Lemonade Peak,150.61,37298,,,8434,148.685,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,10/24/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200607,WTD,6,1,2021,,1/24/2021,Lemonade,150.01,47873,,,47873,150.621,Doe/VIT,F,,18,,YES,YES,Recap doe from 2020,Y,0,Alive,10/24/2021,Shed,Daralyn has collar,,
200608,WTD,6,1,2020,,3/12/2020,Charlie's Creek,150.45,36845,,,8424,148.47,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/10/2021,Shed,"Collected, censored in SAD, error in collar download need to send to Michelle",,
200609,WTD,6,1,2020,,2/13/2020,Pierce Creek,150.57,37277,,,8433,148.675,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/14/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200630,WTD,6,1,2020,,2/23/2020,Lemonade Peak,150.6,37302,,,8438,148.745,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,10/13/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200630,WTD,6,1,2021,,1/31/2021,Lemonade,151.585,47898,,,47898,151.722,Doe/VIT,F,,18,,YES,YES,2020 recap,,0,Alive,10/13/2021,Shed,Emma has Collar,Yes,
200631,WTD,1,1,2020,,3/4/2020,Hunt Creek,148.165,715070A,,,,,NonPregDoe,F,,18,,DEAD,In Coolin/not in SAD 12/2,,,1,Non-Predation,12/2/2020,Harvest,"Entered in SAD, collar sent to Michelle to download",,
