EarTag,Species,GMU,Region,Year,Partruition,Capture date,Location,Collar FQ,Collar ID,Doe FQ,Doe ID,VIT FQ,VIT ID,Collar Type,Sex,AgeClassAnalysis,Age.Class,LastChecked,Collar Function,VIT Function,ReCapComments,Recapture?,Survival,Fate,FateDate,Description,Comment,SAD?,
200632,WTD,6,1,2020,,2/16/2020,Charlie's Creek,148.905,715125A,,,,,NonPregDoe,F,,18,,DEAD,,"Granny, open sores on muzzle, no eartags left but not infected, very skinny",Feb. 20/24/28,1,Non-Predation,3/26/2020,Malnutrition,"Old age, no evidence of predation, entered in SAD",,
200633,WTD,1,1,2020,,2/7/2020,Plantation Road,148.4,715079A,,,,,NonPregDoe,F,,18,,Yes,,,,0,Alive,10/24/2021,Shed,"Collected, censored in SAD, sent to Michelle to download collar",,
200633,WTD,1,1,2021,,1/29/2021,Plantation Rd,150.87,47879,,,47879,151.141,Doe/VIT,F,,18,,YES,YES,Recap doe from 2020,,0,Alive,10/24/2021,Shed,Emma has Collar,Yes,
200634,WTD,6,1,2020,,2/27/2020,North Side,150.67,37262,,,8450,149.08,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/28/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200635,WTD,10A,2,2020,,2/23/2020,Dent Acres,148.86,715121A,,,,,NonPregDoe,F,,17,11/14/2021,Yes,,,,0,Alive,11/22/2021,,Active,,
200636,WTD,1,1,2020,,2/11/2020,Trout Creek Bunkhouse,148.955,715126A,,,,,NonPregDoe,F,,18,,DEAD,,,,1,Unknown Mortality,2/18/2020,Unknown Mortality,"Found by public, last points before cluster were 2/18, couldn't determine fate, entered in SAD",,
200637,WTD,1,1,2020,,2/6/2020,Plantation Road,148.69,715097A,,,,,NonPregDoe,F,,18,,DEAD,,,,1,Non-Predation,11/16/2020,Harvest,Entered in SAD,,
200639,MD,6,1,2021,,2/14/2021,Pierce/Limbo,149.34,40126,,,9279,152.51,Doe/VIT,F,,18,,YES,"VIT indicates expelled since date captured, likely malfunctioning",,,0,Alive,11/22/2021,,,,
200646,WTD,1,1,2020,,2/26/2020,Crazy Creek,148.6,715092A,,,,,NonPregDoe,F,,18,,Yes,,,,0,Alive,11/22/2021,,Active,,
200647,MD,6,1,2020,,3/24/2020,Pierce Creek 2,149.07,715132A,,,,,NonPregDoe,F,,18,,Yes,,,,0,Alive,11/22/2021,,Active,,
200648,WTD,6,1,2020,,2/16/2020,Marble Creek,148.74,715104A,,,,,Fawn,F,,16,,DEAD,,,,1,Predation,4/1/2020,Mountain Lion,Entered in SAD,,
200649,WTD,10A,2,2020,,2/6/2020,Lacey Meadows,148.135,715066A,,,,,Fawn,F,,16,,Yes,,,,0,Alive,11/22/2021,,Active,,
200661,WTD,10A,2,2020,,2/1/2020,Johnson Mills,149.33,40125,,,9278,151.22,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/2/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200662,WTD,1,1,2020,,2/21/2020,Lions pen,148.84,715118A,,,,,NonPregDoe,F,,18,,Yes,,,,0,Alive,11/22/2021,,Active,,
200663,WTD,10A,2,2020,,2/14/2020,Dent Acres,148.175,715071A,,,,,Fawn,F,,16,,DEAD,"In Orofino, 11/16",,,1,Non-Predation,11/14/2020,Harvest,Entered in SAD,,
200664,WTD,6,1,2020,,3/14/2020,Pocono,148.5,715084A,,,,,Fawn,F,,16,,DEAD,,,,1,Non-Predation,11/21/2020,Harvest,"Not yet retrieved from hunter, entered in SAD",,
200666,WTD,6,1,2020,,3/5/2020,Huckleberry,148.195,715074A,,,,,Fawn,F,,16,,Yes,,,,0,Alive,11/22/2021,,Active,,
200667,WTD,6,1,2020,,3/12/2020,Marble Creek,148.62,715093A,,,,,Fawn,F,,16,,Yes,,,,0,Alive,11/22/2021,,Active,,
200668,WTD,1,1,2020,,2/27/2020,Experimental Forest,149.12,715138A,,,,,Fawn,M,,16,,Yes,,,,0,Alive,11/22/2021,,Active,,
200669,WTD,6,1,2020,,2/11/2020,Pierce Creek,148.77,715110A,,,,,Fawn,F,,16,,Yes,,,,0,Alive,11/22/2021,,Active,,
200671,MD,6,1,2020,,3/17/2020,Pierce Creek 2,149.41,40116,,,9269,152.070             ,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,2/17/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200672,MD,6,1,2021,,1/30/2021,Mica,149.21,40133,,,9286,148.23,Doe/VIT,F,,18,,YES,NO-last VIT reading 5/12,,,0,Alive,11/22/2021,,,,
200673,WTD,10A,2,2020,,2/29/2020,Lower Tree Farm,149.38,40113,,,9266,152.94,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/30/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200674,WTD,10A,2,2020,,3/7/2020,Cranberry,149.24,40124,,,9277,148.12,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,2/6/2021,Shed,"Collected, downloaded, censored in SAD, but needs edited (email sent to Mike)",,
200677,WTD,10A,2,2020,,3/5/2020,Cranberry,149.26,40122,,,9275,152.52,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,2/2/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200678,WTD,10A,2,2020,,3/4/2020,Cranberry,149.37,40117,,,9270,148.11,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/10/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200679,WTD,10A,2,2020,,2/28/2020,Magnus Bay,149.27,40121,,,9274,152.08,Doe/VIT,F,,18,,Yes,EXPELLED 5/22,,,0,Alive,1/30/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200690,MD,6,1,2021,,1/30/2021,Mica,149.18,40130,,,9283,149.01,Doe/VIT,F,,18,,NO-last datapoint 1/30 8 am b4 captured,No-last temp sent 2/2,,,0,Alive,1/30/2021,Shed,,,
200692,WTD,10A,2,2020,,3/6/2020,Cranberry,149.45,40009,,,9263,151.13,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,2/6/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200693,WTD,10A,2,2020,,2/19/2020,Dent Acres,149.31,40118,,,9271,152.950             ,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/20/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200694,WTD,10A,2,2020,,2/20/2020,Lower tree farm,149.35,40120,,,9273,151.250             ,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/21/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200695,WTD,10A,2,2020,,2/19/2020,Lolo Creek State Land,149.14,40127,,,9280,152.990             ,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/20/2021,Shed,"Must have been collected, censored in SAD",,
200699,WTD,10A,2,2020,,3/1/2020,Dent Acres,149.46,40010,,,9264,152.06,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,3/18/2020,Wolf,"Probable, entered in SAD",,
200703,WTD,10A,2,2020,,1/31/2020,Lacey Meadows,150.74,37266,,,8454,149.14,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,4/12/2020,Mountain Lion,"no mortality notification - only a VIT explusion, entered in SAD",,
200704,WTD,10A,2,2020,,2/4/2020,Lacey Meadows,150.71,37256,,,8444,148.83,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,5/30/2020,Mountain Lion,Entered in SAD,,
200709,WTD,10A,2,2020,,2/1/2020,Lacey Meadows,148.825,37597,,,8897,148.15,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/2/2021,Shed,"Collected, censored in SAD, error in collar download sending to Michelle",,
200711,WTD,1,1,2021,,3/12/2021,McArthur,148.585,37609,,,8909,148.485,Doe/VIT,F,,18,,YES,"VIT indicates expelled since date captured, likely malfunctioning",,,0,Alive,11/22/2021,,,,
200712,WTD,6,1,2020,,2/22/2020,Marble Creek,148.785,37595,,,8895,148.110             ,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/23/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200713,WTD,6,1,2020,,3/13/2020,Pierce Creek 2,148.615,37599,,,8899,148.23,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,2/12/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200715,WTD,10A,2,2020,,2/13/2020,Dent Acres,148.85,37600,,,8900,148.29,Doe/VIT,F,,18,,Yes,5/11/2020,,,0,Alive,1/14/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200716,WTD,10A,2,2020,,1/31/2020,Lacey Meadows,150.42,37304,,,8440,148.765,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/1/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200718,WTD,10A,2,2020,,2/12/2020,Lower tree farm,150.56,36852,,,8430,148.595,Doe/VIT,F,,18,,Yes,EXPELLED 5/18,,,0,Alive,1/13/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200720,MD,6,1,2021,,1/29/2021,Pierce 3,148.84,37593,,,8893,148.035,Doe/VIT,F,,18,,YES,YES,,,0,Alive,11/22/2021,,,,
200721,WTD,6,1,2020,,2/29/2020,Charlie's Creek,148.545,37604,,,8904,148.405,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,5/25/2020,Unknown Predation,"(coyote or bear), entered in SAD",,
200722,WTD,10A,2,2020,,2/8/2020,Lacey Meadows,146.51,37592,,,8892,148.015,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/10/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200723,WTD,6,1,2020,,2/25/2020,Huckleberry,148.63,37598,,,8898,148.215             ,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/26/2021,Shed,"Collected, censored in SAD, error in collar download sending to Michelle",,
200724,WTD,6,1,2020,,3/8/2020,Pocono,148.705,37594,,,8894,148.085,Doe/VIT,F,,18,,Yes,Yes,Looked Good,3/10/2020,0,Alive,2/8/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200726,WTD,10A,2,2020,,2/7/2020,Johnson Mills,148.79,37605,,,8905,148.415,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/9/2021,Shed,"no mortality data when collar blew off - Collected, censored in SAD, collar downloaded",,
200727,MD,6,1,2021,,2/3/2021,Pierce/Limbo,148.5,37608,,,8908,148.465,Doe/VIT,F,,18,,YES,YES,,,0,Alive,11/22/2021,,,,
200728,WTD,6,1,2020,,2/25/2020,Charlie's Creek,148.805,37603,,,8903,148.370             ,Doe/VIT,F,,18,,Yes,Yes,,4-Mar,0,Alive,1/26/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200730,WTD,10A,2,2020,,2/24/2020,Cranberry,150.68,37271,,,8459,149.26,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/25/2021,Shed,"Collected, censored in SAD, error in collar download sending to Michelle",,
200731,WTD,10A,2,2020,,2/17/2020,Dent Road,150.79,37274,,,8462,149.29,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/18/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200732,WTD,6,1,2020,,2/14/2020,Boulder Creek,148.16,715069A,,,,,NonPregDoe,F,,17,,DEAD,,,,1,Predation,11/16/2020,Mountain Lion,Entered in SAD,,
200733,WTD,10A,2,2020,,2/15/2020,Dent Road,148.55,715088A,,,,,NonPregDoe,F,,17,11/14/2021,Yes,,,,0,Alive,11/22/2021,,Active,,
200743,WTD,6,1,2020,,2/20/2020,Pierce Creek,150.7,37264,,,8452,149.12,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Non-Predation,3/2/2020,Car Strike,"Hit by car, collar returned, entered in SAD",,
200734,WTD,1,1,2020,,2/11/2020,Plantation Road,148.7,715098A,,,,,NonPregDoe,F,,17,,Yes,,,,0,Unknown,4/7/2021,,Unknown,Checkout,
200735,WTD,1,1,2020,,2/7/2020,Yukon Road,148.185,715073A,,,,,NonPregDoe,F,,18,,DEAD,,,,0,Censored,2/8/2020,Collar Failure,"Unknown, entered in SAD",,
200736,WTD,10A,2,2020,,2/2/2020,Johnson Mills,148.56,715089A,,,,,NonPregDoe,F,,17,11/14/2021,Yes,,,,0,Alive,11/22/2021,,Active,,
200737,WTD,1,1,2020,,2/8/2020,Yukon Road,148.48,715082A,,,,,NonPregDoe,F,,18,,"Last location 4/6 -116.338, 48.934",Questionable R1,,,0,Unknown,4/6/2020,Unknown,"Last point 4/6/2020 48.934, -116.338",,
200738,WTD,1,1,2020,,2/10/2020,McArthur WMA,148.87,715115A,,,,,NonPregDoe,F,,18,11/14/2021,Yes,,,,0,Alive,11/22/2021,,Active,,
200739,WTD,10A,2,2020,,2/5/2020,Lacey Meadows,148.87,715122A,,,,,NonPregDoe,F,,17,11/14/2021,Yes,,,,0,Alive,11/22/2021,,Active,,
200740,WTD,10A,2,2020,,2/7/2020,Lolo Creek State Land,148.775,37602,,,8902,148.315,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/8/2021,Shed,"Collected, censored in SAD, collar downloaded",,
200741,WTD,10A,2,2020,,2/8/2020,Upper Tree Farm,150.58,36850,,,8428,148.565,Doe/VIT,F,,18,,DEAD,DEAD,,,1,Predation,8/1/2020,Mountain Lion,Entered in SAD,,
200742,WTD,6,1,2020,,2/18/2020,Lemonade Peak,150.43,37301,,,8473,150.43,Doe/VIT,F,,18,,Yes,Yes,,,0,Alive,1/19/2021,Shed,"Collected, censored in SAD, error in collar download sending to Michelle",,
200744,WTD,1,1,2020,,3/6/2020,Hunt Creek,148.29,715076A,,,,,NonPregDoe,F,,18,,DEAD,,,,1,Predation,10/25/2020,Mountain Lion,"Cam and scat, entered in SAD",,
200745,WTD,1,1,2020,,3/7/2020,Kalispell Bay,148.145,715067A,,,,,NonPregDoe,F,,18,,Yes,,,,1,Predation,11/19/2020,Mountain Lion,,,
200746,WTD,10A,2,2020,,2/18/2020,Lolo Creek State Land,148.65,715095A,,,,,Fawn,F,,16,,Yes,,,,0,Alive,11/22/2021,,Active,,
200748,WTD,6,1,2020,,2/23/2020,Boulder Creek,148.54,715087A,,,,,Fawn,F,,16,,Yes,,,,1,Predation,1/3/2021,Mountain Lion,"Entered in SAD, collar sent to Michelle to download",,
200749,WTD,1,1,2020,,3/3/2020,Turkey Spot,148.28,715075A,,,,,NonPregDoe,F,,17,11/14/2021,Yes,,,,0,Alive,11/22/2021,,Active,,
200750,MD,6,1,2020,,3/17/2020,Pierce Creek 2,149.05,715131A,,,,,NonPregDoe,F,,17,11/14/2021,Yes,,,,0,Alive,11/22/2021,,Active,,
200754,WTD,10A,2,2020,,3/4/2020,Cranberry,148.51,715085A,,,,,Fawn,F,,16,,Yes,,,,1,Predation,4/1/2021,Unknown Predation,"Entered in SAD, collar sent to Michelle to download",,
200756,WTD,10A,2,2020,,2/7/2020,Lolo Creek State Land,149.1,715135A,,,,,Fawn,F,,16,,Yes,,,,0,Alive,11/22/2021,,Active,,
200757,WTD,1,1,2020,,2/26/2020,Turkey Spot,148.53,715086A,,,,,NonPregDoe,F,,17,11/14/2021,Yes,,,,0,Alive,11/22/2021,,Active,,
200758,WTD,1,1,2020,,2/8/2020,Yukon Road,148.88,715123A,,,,,Fawn,F,,16,,Yes,,,,0,Alive,11/22/2021,Alive,"Recaught in 2021, collar removed and replaced. Censored in SAD",,
200758,WTD,1,1,2021,,1/25/2021,Yukon,148.37,715078A,,,,,NonPregDoe,F,,17,11/14/2021,YES,,Recap doe from  2020,Recapped 1/27,0,Alive,11/22/2021,,Active,,
200759,WTD,6,1,2020,,3/12/2020,Charlie's Creek,148.81,715113A,,,,,Fawn,F,,16,,Yes,,,,1,Non-Predation,10/29/2021,Harvest,,,
200771,WTD,6,1,2020,,2/20/2020,Charlie's Creek,148.985,715130A,,,,,Fawn,F,,16,,DEAD,,,,1,Predation,5/9/2020,Coyote,"Entered in SAD, collar sent to Michelle to download",,
200773,WTD,10A,2,2020,,2/2/2020,Lacey Meadows,148.125,715065A,,,,,Fawn,F,,16,,DEAD,,,,1,Predation,11/4/2020,Unknown Predation,Entered in SAD,,
200772,WTD,10A,2,2020,,2/4/2020,Lacey Meadows,148.3,715077A,,,,,Fawn,F,,16,,DEAD,,,,1,Predation,2/12/2020,Mountain Lion,"Old lion kill, mort didn't go off until 4/18, entered in SAD",,
200774,WTD,10A,2,2020,,3/4/2020,Dent Acres,148.85,715119A,,,,,NonPregDoe,F,,17,,Yes,,,,0,Unknown,12/28/2020,Unknown,"last point on 12/28, 46.668382, -116.195928, entered in SAD",,
200775,WTD,6,1,2020,,3/3/2020,Huckleberry,148.18,715072A,,,,,NonPregDoe,F,,17,11/14/2021,Yes,,,,0,Alive,11/22/2021,,Active,Unknown,
200776,WTD,6,1,2020,,2/20/2020,North Side,148.155,715068A,,,,,Fawn,F,,16,,DEAD,,,,0,Censored,3/18/2020,Collar Failure,"Collar FQ issue/snow cover, no body, just collar, entered in SAD",,
200778,WTD,1,1,2020,,2/29/2020,Crazy Creek,148.59,715091A,,,,,NonPregDoe,F,,18,,Yes,,,,1,Predation,5/22/2021,Mountain Lion,"Collar sent to Michelle to download, entered in SAD",,
200779,WTD,6,1,2020,,2/15/2020,Child's Creek,148.67,715096A,,,,,Fawn,F,,16,11/14/2021,Yes,,,21-Feb,0,Alive,11/22/2021,,Active,,
200917,WTD,1,1,2020,,3/3/2020,Hunt Creek,148.75,715109A,,,,,NonPregDoe,F,,18,11/14/2021,Yes,,,,0,Alive,11/22/2021,,Active,,
200918,WTD,1,1,2020,,3/8/2020,Crazy Creek,148.63,715094A,,,,,NonPregDoe,F,,18,,DEAD,,,,1,Non-Predation,7/27/2020,Car Strike,"Hit by car, scavenged by coyotes, entered in SAD",,
201060,WTD,10A,2,2021,,3/1/2021,Lower Tree Farm,152.18,46433,,,,,Fawn,M,,16,,DEAD,,,,1,Non-Predation,3/19/2021,Malnutrition,Collar downloaded,Yes,
201061,WTD,10A,2,2021,,2/22/2021,Reservoir,152.54,46440,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,,,
201062,MD,6,1,2021,,1/25/2021,Pierce 2,151.59,46417,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,,,
201063,WTD,1,1,2021,,2/8/2021,Naples,148.15,46468,,,,,Fawn,M,,16,,BLOWN,,,,0,Alive,10/19/2021,Shed,Emma has Collar,Yes,
201065,WTD,6,1,2021,,1/19/2021,Northside,149.63,46424,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,,,
201066,WTD,1,1,2021,,2/9/2021,Yukon,151.62,46418,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,Canadian Migrator,,
201069,WTD,6,1,2020,,2/22/2020,Charlie's Creek,151.66,o46420,,,,,Fawn,M,,16,,Yes,,,,1,Predation,12/18/2020,Mountain Lion,Entered in SAD,,
201070,WTD,6,1,2020,,3/17/2020,Pierce Creek 2,148.985,83919,,,,,Buck,M,,18,,NO,Never worked,,,0,Unknown,3/17/2020,Unknown,"No points for 2020, redeployed in 2021?? Not in SAD",,
201081,WTD,10A,2,2021,,2/6/2021,Lacey 4,149.59,46469,,,-,-,Fawn,M,,16,,DEAD,,,,1,Predation,2/11/2021,Mountain Lion,Collar downloaded,Yes,
201083,WTD,1,1,2021,,2/16/2021,Experimental Forest,149.675,83970,,,,,Buck,M,,18,,NO 2/9,,,,1,Unknown Mortality,11/15/2021,Unknown Mortality,Public Brought In,"Check Sad, Barb was contact",
201084,WTD,6,1,2021,,2/28/2021,Huckleberry,151.37,46411,,,,,Fawn,M,,16,,DEAD,,,,1,Predation,4/7/2021,Mountain Lion,Collar downloaded,Yes,
201085,WTD,1,1,2021,,1/27/2021,Hunt Creek,152.22,46437,,,,,Fawn,M,,16,,YES,1xday,,,0,Alive,11/22/2021,,MYSTERY,,
201086,WTD,6,1,2021,,2/28/2021,Huckleberry,148.69,83898,,,,,Buck,M,,17,11/25/2021,YES,,,,0,Alive,11/25/2021,Alive,,,
201087,WTD,6,1,2020,,3/8/2020,Boulder Creek,148,o46463,,,,,Fawn,M,,16,,DEAD,,,,1,Predation,5/21/2020,Unknown Predation,"Scavenged by coyotes, entered in SAD",,
201088,WTD,6,1,2020,,3/1/2020,Huckleberry,152.66,o46458,,,,,Fawn,M,,16,,Yes,,,,0,Alive,1/1/2021,Shed,"Collected, censored in SAD, collar downloaded",,
201089,WTD,6,1,2020,,3/1/2020,Huckleberry,152.64,o46456,,,,,Fawn,M,,16,,Yes,,,,0,Alive,1/1/2021,Shed,"Collected, censored in SAD",,
201090,WTD,6,1,2020,,3/14/2020,Pocono,149.485,84340,,,,,Buck,M,,17,,"47.0280094, -115.9668689",Bad collar,,,0,Unknown,9/6/2021,Unknown,Worth Checking in the field,,
201091,WTD,10A,2,2020,,2/9/2020,Johnson Mills,148.585,84330,,,,,Buck,M,,18,,DEAD,,,,1,Predation,9/22/2020,Wolf,Entered in SAD,,
201095,WTD,1,1,2020,,2/9/2020,Trout Creek Bunkhouse,148.47,84339,,,,,Buck,M,,18,,DEAD,Needs to be retreived. Collar in Sandpoint,,,1,Non-Predation,11/29/2020,Harvest,Entered in SAD ,,
201097,WTD,10A,2,2020,,2/8/2020,Johnson Mills,148.805,83903,,,,,Buck,M,,18,,NO,11/24/2020,,,1,Unknown Mortality,11/23/2020,Unknown Mortality,"heard on mortality in Dec. 2020, last point at  46.58768,  -116.15787 Nov 26th, entered in SAD as ""unknown""",,
201106,WTD,6,1,2020,,2/12/2020,Hugus,149.525,84344,,,,,Buck,M,,18,,Yes,,,,1,Unknown Mortality,5/15/2021,Unknown Mortality,"Mort too old to determine COD. Collar downloaded, censored in SAD",,
201108,WTD,10A,2,2020,,2/14/2020,Johnson Mills,148.835,83906,,,,,Buck,M,,18,,DEAD,,,,1,Non-Predation,11/13/2020,Harvest,Entered in SAD,,
201162,WTD,10A,2,2020,,2/7/2020,Johnson Mills,149.635,83967,,,,,Buck,M,,18,11/25/2020,"46.7299253, -115.8117711	",26  days no transmission,,,0,Unknown,8/27/2021,Unknown,Worth Checking in the field,,
201164,WTD,6,1,2020,,2/11/2020,North Side,149.535,84345,,,,,Buck,M,,17,,5/27/2020,Last on the ST Joe,collar ear tag came off,25-Feb,0,Unknown,5/27/2020,Unknown,"Last point 5/27/2020 47.26221, -116.12646",,
201165,WTD,1,1,2020,,3/4/2020,Experimental Forest,149.415,84336,,,,,Buck,M,,18,,DEAD,,,,0,Censored,11/17/2020,Collar Failure,"Entered in SAD, collar failure, retrieved by kat",,
201167,WTD,6,1,2020,,2/7/2020,Lemonade Peak,148.965,83916,,,,,Buck,M,,18,11/25/2021,Yes,,,,0,Alive,11/25/2021,Alive,Active,,
201168,WTD,10A,2,2020,,2/7/2020,Lolo Creek State Land,148.71,84331,,,,,Buck,M,,18,,DEAD,,,,1,Predation,7/9/2020,Mountain Lion,Entered in SAD,,
201169,WTD,10A,2,2020,,1/30/2020,Lacey Meadows,149.37,84333,,,,,Buck,M,,18,,"46.294726, -115.8338861",,,,0,Unknown,10/8/2021,Unknown,Worth Checking in the field,,
201170,WTD,6,1,2020,,2/16/2020,Pierce Creek,149.655,83969,,,,,Buck,M,,18,,"47.0188875, -116.2811858",Late activation,,,0,Unknown,10/8/2021,Unknown,Worth Checking in the field,,
201173,WTD,10A,2,2020,,2/3/2020,Lacey Meadows,149.625,83966,,,,,Buck,M,,17,,DEAD,Late activation,,,1,Non-Predation,11/17/2020,Harvest,Entered in SAD,,
201175,WTD,10A,2,2020,,2/5/2020,Lacey Meadows,149.025,83924,,,,,Buck,M,,17,,DEAD,,,,1,Unknown Mortality,4/12/2020,Unknown Mortality,"Mort notification 4/16 Unknown, collar picked up by a shed hunter, entered in SAD",,
201178,WTD,10A,2,2020,,2/25/2020,Dent Road,149.335,83939,,,,,Buck,M,,18,,Yes,Late activation,,,0,Alive,3/23/2021,Shed,"Collected, censored in SAD, collar downloaded",,
201179,WTD,10A,2,2020,,3/1/2020,Magnus Bay,149.345,83940,,,,,Buck,M,,18,,NO,11/24/2020,,,1,Unknown Mortality,12/29/2020,Unknown Mortality,"Retrieved, entered in SAD",,
201182,WTD,10A,2,2020,,3/6/2020,Dent Road,149.545,83961,,,,,Buck,M,,17,,"46.6415947, -116.2059967",Bad collar,,,0,Unknown,10/6/2021,Unknown,Worth Checking in the field,,
201183,WTD,10A,2,2020,,3/4/2020,Magnus Bay,149.735,84107,,,,,Buck,M,,17,,DEAD,Late activation,,,1,Non-Predation,11/17/2020,Harvest,Entered in SAD,,
201188,WTD,6,1,2020,,2/15/2020,Marble Creek,149.705,83973,,,,,Buck,M,,18,12/4/2020,"47.0890086, -116.0427994",Late activation,,,0,Uknown,8/20/2021,Unknown,Worth Checking in the field,,
201240,WTD,6,1,2020,,2/18/2020,Child's Creek,150.36,o45752,,,,,Fawn,M,,16,,Yes,,,,0,Alive,1/2/2021,Shed,"Collected, censored in SAD",,
201255,WTD,1,1,2021,,1/20/2021,Yukon,148.07,46445,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,Canadian Migrator,,
201256,WTD,6,1,2020,,2/28/2020,Lemonade Peak,152.56,o46442,,,,,Fawn,M,,16,,DEAD,,,,1,Predation,11/3/2020,Mountain Lion,Entered in SAD ,,
201257,MD,6,1,2021,,2/14/2021,Pierce 3,149.69,46425,,,,,Fawn,M,,16,,Dead,,,,1,Predation,4/21/2021,Unknown Predation,"probable lion kill, check sad, collar downloaded",Yes,
201258,WTD,6,1,2021,,1/31/2021,Lemonade,149.55,46423,,,,,Fawn,M,,16,,DEAD,,,,1,Predation,2/28/2021,Mountain Lion,"Possible, collar downloaded",Yes,
201264,WTD,6,1,2021,,3/14/2021,Fernwood 1,151.63,46419,,,,,Fawn,M,,16,,DEAD,DEAD,,,1,Unknown Mortality,4/27/2021,Unknown Mortality,"Dustin - no sign of predation, collar downloaded",Yes,
201272,WTD,10A,2,2021,,2/11/2021,Dent acres,148.05,46444,,,,,Fawn,M,,16,,check,,,,0,Censored,2/11/2021,Collar Failure,No points transmitted,,
201274,WTD,6,1,2020,,3/14/2020,Pierce Creek 2,152.27,o46406,,,,,Fawn,M,,16,,DEAD,,,,1,Predation,4/1/2020,Mountain Lion,Entered in SAD,,
201275,WTD,6,1,2020,,2/24/2020,North Side,149.65,o46470,,,,,Fawn,M,,16,,Yes,,,,0,Alive,1/1/2021,Shed,"Collected, censored in SAD",,
201276,WTD,6,1,2020,,3/24/2020,Pierce Creek 2,152.67,46459,,,,,Fawn,M,,16,,Yes,,,,0,Unknown,9/21/2021,Unknown,Worth Checking in the field,,
201277,WTD,6,1,2020,,2/26/2020,Huckleberry,149.67,o46405,,,,,Fawn,M,,16,,DEAD,,,,1,Non-Predation,9/14/2020,Car Strike,"Hit by car, entered in SAD",,
201289,MD,6,1,2020,,3/24/2020,Pierce Creek 2,149.276,83935,,,,,Buck,M,,18,,DEAD,Late activation,,,1,Non-Predation,10/24/2020,Harvest,Entered in SAD,,
201340,WTD,10A,2,2021,,2/14/2021,Dent rd,152.99,46462,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,,,
201347,WTD,1,1,2021,,1/30/2021,Smith south,148.04,46443,,,,,Fawn,M,,16,,YES,,,,1,Field Check,11/24/2021,FIELD CHECK,Some kind of Mort ,,
201348,WTD,1,1,2021,,1/18/2021,Stimpson,152.97,46460,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,,,
201358,WTD,10A,2,2021,,3/6/2021,Middle Tree Farm,152.98,46461,,,,,Fawn,M,,16,,YES,,,,0,Alive,11/22/2021,,Migrator,,
